name,degree,addr,tel,review,type,r_review,,,,,,,,,,
이비가짬뽕 제주1호이호점,3.7,제주특별자치도 제주시 도공로 154-7 1층,064-749-3933,11,중국요리,"선배님이랑 둘이가서 짬뽕을 시키고한젓가락먹고이건 사람이 먹을게 아니다싶어 나와서곧바로 다른집 가서 짬뽕을 먹었네요.면은 퍼질데로 퍼져있고왜 이렇게 된거죠?이비가가 그래도 짬뽕 평타는 하는 집이었는데.아쉽네요./0 건더기 1번사진에 있는거 3개 메추리알 1개 냉동새우 1개끝 그외에는 야채 새우는 참고로 냉동홍새우살 검색하면 나오는 작은거중국인인지 동남아사람인지 모르겠지만 외국인이 장사중임/0 주방장,직원 모두 중국인으로 바꼈나본데음식까지 바뀌면 안되죠 체인점이니까 기본적으로 정해진 레시피가 있을텐데 왜 짬뽕에 해산물이 거의 안들어있을까요?? 중국인이 인수하면서 이비가라는 체인점을 잘못 이해한듯;;; 동네 중국집보다도 못한 곳으로 전락!/0 no review in crawling",,,,,,,,,,
라이진,4.4,제주특별자치도 제주시 애월읍 하광로 463-1 1층,064-713-0920,13,중식,현지인들 많고 꽤 괜찮은 중국요리를 맛볼 수 있었음. 자리가 없어서 자칫 줄 설 수 있으니 시간대를 잘 선택해야 하는 수고로움이 있음.3번 재방문 함.깐풍새우. 류산슬. 유린기. 볶음짜장 먹어봤는데 맛있음./0 맛이 갈때마다 일정하지 않아요/0 세번째까지는 만족. 네번째 방문시 손님이 많아서 그런지 .. 양이 너무 현저하게 적길래 보여주면서 물어봤죠 해물도 거의없구요 진짜 몇젓가락 먹으니 끝- 탕수육에 뿌려져 나오는것도 깜빡하셨다하시고.. 모처럼 맛집이다 손님데리고 갔다가 괜히 미안했네요ㅜ사장님께서 나중에 음료하나 서비스 주시며 다시방문하면 기억했다가 잘해드린다했지만 그 이후로 한번도 안가지네요 초심을 잃지 않으시길 바랍니다../0 no review in crawling,,,,,,,,,,
줄서서먹는짜장 신시가지점,3.5,제주특별자치도 서귀포시 일주동로 9217,,17,중국요리,별루요/0 여름이라 콩국수를 자주먹는데친절하고 분위기가 좋아서 또 오고싶네요~~/0 값싸고 편한맛 깨끗하고 친절합니다./0,,,,,,,,,,
희양양,5,제주특별자치도 제주시 도남로 62 1층,064-722-3332,0,중식,"맛,서비스,가성비 최곱니다~~양다리 통구이 먹고있습니다~^^/0",,,,,,,,,,
사계짬뽕,4.3,제주특별자치도 서귀포시 대정읍 하모중앙로 84,064-792-7728,2,중국요리,꼭 가세요...제주살이 n년차의 진심입니다/0 점심시간에 혼자갔더니 4인테이블 4~5개정도 비어있음에도 못앉게함. 아줌마의 기다려야한다는 갑질하는듯한 말투에 무서워서 도망나옴. 덕분에 다른집가서 맛있게 잘먹음. 살다살다 1인손님 안받는 중국집은 처음보네. 이런식으로 장사해서 부자되세요./0,,,,,,,,,,
빠슈,5,제주특별자치도 제주시 조천읍 조함해안로 610-6 2층,010-3690-3138,5,중국요리,정신없이 먹는다고 사진을 못 찍었음함덕 마라탕 맛집임/0 일단 사장님이 엄청 친절하시고 매운맛 다 조절해주세요! 마라탕 원래 잘 안먹는데 여기는 국물이 맛있고 재료도 싱싱해서 맛있게 잘 먹었습니다~!/0 먹느라 사진을 못찍었는데 다른 마라탕집에 비해 국물이 고급지고 맛있었어요! 뭐랄까.. 정성을 쏟아 요리하는 사장님의 솜씨가 느껴진달까요 근데 마라탕 마라샹궈 다 맛있지만 마라빤 진짜.. 말해모해... 열번드세요 진짜루 후회없을겁니다/0 no review in crawling,,,,,,,,,,
인챠이,4.6,제주특별자치도 제주시 남광로2길 22,064-755-7750,12,중국요리,해물쟁반짜장 시켰는데 30분 넘게 안나오고 주방에서 쌍욕 계속 들려서 먹는데 눈치보였음 해물도 그닥 있지 않던데;해물쟁반짜장/0 어향가지덮밥이 진짜 넘 맛있어요/0,,,,,,,,,,
연,4.8,제주특별자치도 서귀포시 신서로48번길 68,064-738-2272,18,중식,,,,,,,,,,,
제주1호 돌짜장,4.7,제주특별자치도 제주시 내도1길 23 1층,064-743-4949,74,중국요리,짜장소스를 더 추가해야 할것같아요.너무 싱거윘어요.혼밥 짜장면/0 /0 친절하고 맛있어요. 쾌적하구요. 양념게장. 갈비짜장면을 모두 한번에 즐길 수 있다는 장점이 있어요. 뷰도 좋구요. 굳이 굳이 일부러 단점을 찾자면 다 맛이 강한 음식이라는 거 ?/0 no review in crawling,,,,,,,,,,
만리향,,제주특별자치도 제주시 천수로6길 7-1,064-722-8788,2,중식,,,,,,,,,,,
효동각,4.8,제주특별자치도 제주시 동광로6길 31,064-751-0089,3,중국요리,짬뽕 간짜장 탕수육 볶음밥 훌륭합니다./0 까다로운 입맛을 만족시키는 탕수육 맛집😆/0,,,,,,,,,,
저팔계마라탕,4.6,제주특별자치도 제주시 중앙로 232 3층,064-725-8856,21,중국요리,사장님이 친절하시고 엄청 맛있어요!!/0 사장님이 너무 친절해서 감동받았어요😭마라탕먹고 근처 돌아다니다가 화장실사용문의했더니 흔쾌히 허락해주셔서 넘 감사드려요!물론 맛도 최고입니당~~자주 방문할게요 도장10개도전합니다!/0 /0,,,,,,,,,,
풍미원,,제주특별자치도 제주시 건주로4길 6-4 아빌로스 오피스텔 2층,064-727-2402,13,중국요리,,,,,,,,,,,
영화루,4.5,제주특별자치도 제주시 사장길 15-1,064-742-8284,8,중국요리,화요일 쉬는날..두번이나 허탕...짜장은 평범 탕수육하고 짬뽕은 평타이상/0 쟁반짜장 탕수육(소) 짬뽕 다 맛있어요. 술먹으러 해장하러 자주갑니다.짜장 간짜장은 별로입니다. 탕수육 소스따로 받았어요. (원래 부먹으로 나옵니다.)튀김 간도 잘돼있고 바삭하면서 맛있어요. 간장식초고추가루 소스만들어서 찍어드시면 고소하니 최고!아무도 없을시간에 가서 평소보다 더 튀김상태도 좋고 음식들도 맛있었습니다. 수타면이라 쫄깃하고 다른곳보다 훨씬 맛있어요. 가끔 기복이 있긴한데 그래도 3개시키면 2개는 맛있어서 항상 중상타는 된다생각해 자주방문합니다. 오늘은 탕수육 짬뽕 레전드였네요./0 @wuupick 이 보증합니다. (짜장 빼고)/0,,,,,,,,,,
철가방을든해녀,1.8,제주특별자치도 서귀포시 대정읍 마라로 85,064-792-5262,16,중국요리,백년손님 방송에 나온 곳이라 살짝 기대하고 갔지만짜장은 마트에서 파는 즉석짜장 혹은 3분짜장맛에짬뽕은 미지근하니 너구리라면 맛 남다른 분들 리뷰처럼 웍질 소리 안들리는거 보니미리 끓여놓고 파는듯다 조리해놓은거라 요리를 바로 내놓으면 이상하니시간 끌다가 음식 나올거라 생각함 진짜 한 15분 뒤 음식나옴ㅋㅋ티비나온 여사장님은 안보이시고 젊은 남자 직원 두명이서 있는데 불친절하진 않았으나 별 한개도 아까움절대 비추천/0 해녀의집 가니까 식사는 좀더 내려가면 백년손님이라고 있다고 해서 간판보고 들어갔는데 긴가민가해서 물어봤는데 맞다고 그래서 앉았는데....면 뽑아서 삶아서 짜장을 들통에서 퍼서 줌 (급식인줄)맛 더럽게 없음짬뽕은 홍합껍질 겁나 씹혀서 먹다가 짜증남맛은 라면 못끓이는 애가 라면 끓여서 물맛이랑 스프맛 분리된 거 같은 맛임테이블 위에 비닐이 씌워져있지만 그 비닐도 닦지않음 개더러움/0 짜장면에서 진짜 삼분 짜장 맛과 냄새가 남... 주방에서 웍질하는 소리도 안남 그렇다고 음식이 빨리 나오는것도 아니고 법적으로 조치가 필요하다고 생각했음 원래 가려던 곳을 못 가서 후기도 안보고 간걸 후회중 차라리 안갔으면 더 좋았을듯/0 no review in crawling,,,,,,,,,,
황궁쟁반짜장 노형점 탐라원,4.1,제주특별자치도 제주시 원노형6길 7 1층,064-749-6644,6,중국요리,엄청 양도 적당합니다/0 /0 간짜장 맛있네요~신기하게도젊은 중국인 손님들 많아요!중국 sns 에 올려졌나??한국 학생들도 많이 오네요~!가성비 굿~!!혼자 가도 인상 안쓰고 친절합니다.다음엔...다른메뉴 주문해서 먹어봐야지 !!!/0 no review in crawling,,,,,,,,,,
짬뽕플러스,4.6,제주특별자치도 제주시 애월읍 하귀동남1길 25-1 1층,064-743-2378,15,중국요리,여기는 된집이네..맛도좋고 샐러드도좋고/0 돈까스 꾸웃/0 중식이 먹고싶어서 찾아갔는데중국집이라기 보단 일식 우동+돈까스 전문점에서 짜장 짬뽕 메뉴에 추가한것 같네요. 차돌짬뽕도 차돌이나 해물이 따로 노는 느낌이라 별로였습니다. 요리방법도 중식 스타일은 아닌것 같네요. 다시 갈 일은 없을것 같습니다/0 no review in crawling,,,,,,,,,,
아뎅,4.7,제주특별자치도 서귀포시 중앙로71번길 12,064-763-4259,13,중식,와 개맛있음 어쩌다가 들어갔는데 스지랑 미나리 있는훠궈는 처음. 현지느낌 나고 맛있네요제주도 올 때 또 가야겠습니다/0 훠궈무한리필 마라탕/0,,,,,,,,,,
114화교반점,4,제주특별자치도 제주시 노형로 342-1,,5,중국요리,"맛있!/0 탕수육 소 13,000원. 단무지 종지만큼 주는 양을 보아라. 탕수육은 시키지마라. 나 탕슐랭.. 이것은 처음보는 양이다. 정확하게 13조각. 한조각에 1.000원 고기또한 독일산이다. 참고하도록.백짬뽕은 준수한편이다. 짜장 짬뽕은 먹으러 와도 좋다./0 맛있어요!!!!/0",,,,,,,,,,
짬뽕지존 제주점,3.3,제주특별자치도 제주시 노형로 336 1층,,18,중국요리,육지 살 때도 짬뽕지존은 가격에 어울리진 않아도가끔 텁텁하고 자극적인 짬뽕 땡길 때 먹었어요사장님/직원 분들 친절하시고여긴 단무지나 생수가 참 좋아요ㅎㅎㅎㅎ/0 맛있어용 근데 와 쩐다 정도는 아니구 무난하게!/0 볶음밥은 향이 특이했고 짬뽕이랑 탕수육 괜찮아요.짜장은 별로고 단무지 맛집/0,,,,,,,,,,
고래성,4,제주특별자치도 서귀포시 안덕면 사계남로 133,064-794-0006,149,중식,양 많아요~ 짬뽕 그릇 안쪽이 울퉁불퉁해서 세척관리하기가 어려워보여요 오래된자국들이…./0 여기 진짜 찐맛집이에요!!! 3가지 전부다 맛있어요!!!!/0 진짜 혜자입니다강추/0,,,,,,,,,,
빽가네짬뽕,3.7,제주특별자치도 서귀포시 장수로 98,064-733-0604,68,중국요리,차돌 냄새 남 바닥 더러움 짬뽕 맛 없음/0 제주도 짬뽕 1 티어/0 서귀포 중국집 원탑/0,,,,,,,,,,
탐라중식당,4.6,제주특별자치도 제주시 노형10길 23,064-712-8885,9,중국요리,"짜장면, 짬뽕, 탕수육 다 맛있어요. 코스요리도 가성비 좋아요/0 음식이 깔끔하고 맛있어요.짬뽕은 좀 더 얼큰했으면 좋겠어요.근데 테이블 간격이 좁아서 옆 테이블 하는 얘기 다 들림딸아이랑 둘이 밥 먹는데 옆 테이블에 4인가족 와서 우리 테이블 보면서 콩이여팥이여 얘기하는거 다 들려서 불쾌했음.내돈 내먹인데 왜 처음 보는 가족 얘길 하는지이해 안되는 사람들 이였음/0 짬뽕 잘하는집 찾아 헤메다 발견한집식사, 요리 모두 훌륭하네요자극적이지 않고 고급진 스타일이네요/0 no review in crawling",,,,,,,,,,
라원양꼬치,4.2,제주특별자치도 제주시 월랑로4길 6 2호,010-7398-8288,60,양꼬치,"정말 너무 너무 맛있어요우연히 검색하다가 리뷰 괜찮아서 방문했는데 세상에 이런 맛집이...?주차는 건물 뒷편에 해당 상가들만 쓸 수 있는 정말 큰 주차장이 있어서 일단 이게 제일 정말 좋구요양꼬치도 일반, 매운맛, 카레맛 있는데 일반이랑 카레맛 먹었는데 진짜 너무 맛있어요 ㅠㅠ리뷰에 가지 맛있다고 해서 시켜 봤는데 가지요리 중에 이집이 최고입니다👍🏻👍🏻👍🏻양꼬치는 이집에서 드세요🥹/0 양꼬치는 잡내안나고 맛있는데여자직원 싸가지가 당장나가고 싶게만드네요뭘얘기해도 대답일절없이 툭툭갖다놓기만해서 기분 잡챴네요^^,,맛있어도 다신안갈렵니다/0 /0",,,,,,,,,,
경성숯불양꼬치,4.6,제주특별자치도 제주시 신대로14길 36,064-748-9299,4,양꼬치,"맛집!/0 우연히 들어갔는데 대만족했음./0 제원 인근에서 수많은 양꼬치집을 다녔지만 여기가 진짜 제일 맛있어요,, 살과 비계의 적절한 조화,, 꿔바로우도 고기 실하고 튀김도 빠싺해요,, 사장님도 친절하시고 가끔 서비스도 주시는데 그런 무침들마저 다 쬰맛이라구여 가게도 넓고 조아영~!~!~!!/0 no review in crawling",,,,,,,,,,
교동짬뽕 제주,3.6,제주특별자치도 제주시 동광로 47 1층,,16,중국요리,"일행과 같이와서 일행은 교동짬뽕을 먹고 나는 차돌짬뽕주문. 국물은 나쁘지않으나 면이 덜 삶아진듯한 식감. 찾아봐야 보일정도의 차돌의 양과 기본과 별차이없는 국물맛. 보통 차돌짬뽕을 주문하면 국물에 고기의 향이랄까 좀 녹아있는 눅진한 맛이 있던데,요즘엔 대중화된 짬뽕집 맛집도 많아져서 가격면에서나 맛에있어서나 굳이 찾아와서 먹을만한 집은 아닌듯./0 배달비 깡패/0 육지 교동짬뽕하고 메뉴가 조금 달라요.짬뽕맛은 본점하고 거의 비슷하고 맛있어요나오는 반찬구성 밥은 육지하고 달라요육지는 밥이 무한공짜인데 여기는 돈을 받아요.짬뽕도 한가지이고 지옥짬뽕은 없어요그래요 제주도에서 교동짬뽕을 먹을수 있어서 좋네요/0 no review in crawling",,,,,,,,,,
헬스케어 차이나타운,2.7,제주특별자치도 서귀포시 동홍로 332,064-733-2111,6,중국요리,사람 많다고 오는거 아님 별점이 증명해주고 있음...혹해서 들어왔는데.... 아니였음..다른 곳 가! ㅠㅠ내돈/0 정말 맛없어/0 홍합짬뽕을 먹고왔는데 맛없지도 맛있지도 않지만 솔직히 맛없는 쪽에 가깝다고 생각했습니다. 물론 제 입맛이 까다로운걸 수 있지만 가성비가 좋은 느낌은 아니였고 근처에 중식집 찾다가 있으면 갈만한? 그정도 느낌이였어요/0 no review in crawling,,,,,,,,,,
평대반점,3.1,제주특별자치도 제주시 구좌읍 해맞이해안로 1140 1층,064-783-5505,42,중국요리,짜장면에서 아무 맛이 안나요../0 문어짬뽕은 1.6만원이면 비싼감음 있어요. 탕수육은 쫄깃해서 맛있었습니다~/0,,,,,,,,,,
첨밀밀양꼬치 함덕점,4.4,제주특별자치도 제주시 조천읍 신북로 544,064-782-5266,28,양꼬치,양꼬치 부드럽고 여기가 소스가 제일 맛있아요 그리고 계란볶음밥도 다른 양꼬치집보다 훨씬 맛있음. 꿔바로우도 맛있음. 근데 마라음식은 한국인의 입맛에 안맞을듯.. 자주 올게요!/0 /0 양꼬치 쵝오/0,,,,,,,,,,
공푸마라탕,4.8,제주특별자치도 제주시 신광로8길 22 1층,064-746-5888,13,중국요리,마라탕은 완전 고소한 맛 존맛탱마라샹궈는 좀 달아서 내 입맛엔 안맞고꿔바로우가 미친도른놈 겁내바삭근데 사장따거분 제가 2019년부터 갔는데 4년째 한국어가 안느시네요 바디랭귀지 해야하는 곳/0 너무맛있어요 10번은간듯^^/0 마라탕 자체를 안좋아하는데 유일하게 여기는 먹을만 합니다꿔바로우가 맛있습니다/0 no review in crawling,,,,,,,,,,
제주신미짜장,3.8,제주특별자치도 제주시 남성로 24 102호,064-755-8862,66,중국요리,"새우볶음밥 추천해요!!! 최고 맛있습니다!!!!/0 짬뽕없음! 해물짬뽕 11,000원!!검색해서 방문하면 요즘엔 메뉴 가격이 다르곤 하죠? 원가 상승 이해합니다. 7월말에 게시글 매뉴판 가격보고 갔는데 많이 올랐나봐요. 5천짜장은 5.9고 나머지는 다 만원대네요. 맛은 뭐 그냥 저냥 입니다. 불맛좀 나고.. 친절은 하고요. 다만 최저시급 1만원도 안돼는 시기에 짬뽕 한그릇이 11000원이면 부담스러워요~ 직장인 점심 사먹기 부담스럽습니다...그냥 짬뽕은 메뉴에서 없어지고 해물짬뽕 11000원짜리만 있네요.칵테일새우인지 자숙새우인지 2개들었고 홍합등은 냉동 된거 가격 얼마안하는것 들어간것 같고요. 숙주만 좀 올라가 있네요. 사장님, 양을 약간 줄이거나 들어가는 재료 한두가지 빼더라도 짬뽕이라는 인식은 8900원정도 어떠실까요?짜장면은 가격 참 착한데 말이죠😅지금대로라면 저는 재방문의사 없습니다./0 물짜장을 더이상 판매하지 않으신다고 하여 아쉬움에 유니짜장을 시켰는데 불맛도 강하고, 짜장소스 가득에 계란후라이까지^_^ 너무 맛있었습니다! 탕수육은 소스와 반죽이 살짝 아쉬움이 있어 별4개 드려요/0 no review in crawling",,,,,,,,,,
